sample_rel,ch,fnum,block,mask,midi,freq
4923879,1,1290,2,15,60.014,261.84
4923936,3,1290,2,15,60.014,261.84
4929078,1,1290,1,15,48.014,130.92
4929135,2,512,0,15,20.016,25.98
4929167,3,1290,2,15,60.014,261.84
4929209,4,683,0,15,25.005,34.66
4934276,1,1290,2,15,60.014,261.84
4934329,3,1290,2,15,60.014,261.84
4939474,1,1290,1,15,48.014,130.92
4939533,2,1290,0,15,36.014,65.46
4939565,3,1290,2,15,60.014,261.84
4939607,4,912,0,15,30.011,46.28
4944673,1,1290,1,15,48.014,130.92
4944729,3,1290,2,15,60.014,261.84
4949871,1,1290,2,15,60.014,261.84
4949905,2,1290,0,15,36.014,65.46
4949937,3,1290,2,15,60.014,261.84
4949978,4,645,0,15,24.014,32.73
4950201,5,287,0,15,9.995,14.56
4950232,6,287,0,15,9.995,14.56
4955069,1,1290,1,15,48.014,130.92
4955126,3,1290,2,15,60.014,261.84
4960268,1,1290,2,15,60.014,261.84
4960324,3,1290,2,15,60.014,261.84
4960366,4,861,0,15,29.015,43.69
4965441,1,1290,2,15,60.014,261.84
4965474,2,1290,0,15,36.014,65.46
4965506,3,1290,2,15,60.014,261.84
4970664,1,1290,1,15,48.014,130.92
4970742,2,512,0,15,20.016,25.98
4970775,3,1290,2,15,60.014,261.84
4970816,4,767,0,15,27.013,38.92
4975867,1,1290,2,15,60.014,261.84
4975928,3,1290,2,15,60.014,261.84
4981077,1,1290,1,15,48.014,130.92
4981136,2,1290,0,15,36.014,65.46
4981168,3,1290,2,15,60.014,261.84
4981209,4,812,0,15,28.0,41.2
4986269,1,1290,1,15,48.014,130.92
4986325,3,1290,2,15,60.014,261.84
4991432,1,1290,2,15,60.014,261.84
4991466,2,1290,0,15,36.014,65.46
4991498,3,1290,2,15,60.014,261.84
4991539,4,724,0,15,26.014,36.74
4996656,1,1290,2,15,60.014,261.84
4996713,3,1290,2,15,60.014,261.84
5001829,1,1290,2,15,60.014,261.84
5001862,2,1290,0,15,36.014,65.46
5001894,3,1290,2,15,60.014,261.84
5001936,4,767,0,15,27.013,38.92
5007053,1,1290,2,15,60.014,261.84
5007109,3,1290,2,15,60.014,261.84
5012251,1,1290,1,15,48.014,130.92
5012309,2,512,0,15,20.016,25.98
5012341,3,1290,2,15,60.014,261.84
5012382,4,683,0,15,25.005,34.66
5017449,1,1290,2,15,60.014,261.84
5017502,3,1290,2,15,60.014,261.84
5020437,3,1290,2,15,60.014,261.84
5022648,1,1290,2,15,60.014,261.84
5022707,2,1290,0,15,36.014,65.46
5022739,3,1290,2,15,60.014,261.84
5022780,4,912,0,15,30.011,46.28
5027846,1,1290,1,15,48.014,130.92
5027902,3,1290,2,15,60.014,261.84
5033044,1,1290,2,15,60.014,261.84
5033078,2,1290,0,15,36.014,65.46
5033110,3,1290,2,15,60.014,261.84
5033151,4,645,0,15,24.014,32.73
5033378,5,287,0,15,9.995,14.56
5033409,6,287,0,15,9.995,14.56
5038243,1,1290,1,15,48.014,130.92
5038299,3,1290,2,15,60.014,261.84
5043441,1,1290,2,15,60.014,261.84
5043497,3,1290,2,15,60.014,261.84
5043539,4,861,0,15,29.015,43.69
5048614,1,1290,2,15,60.014,261.84
5048647,2,1290,0,15,36.014,65.46
5048679,3,1290,2,15,60.014,261.84
5053838,1,1290,1,15,48.014,130.92
5053895,2,512,0,15,20.016,25.98
5053927,3,1290,2,15,60.014,261.84
5053978,4,767,0,15,27.013,38.92
5059036,1,1290,2,15,60.014,261.84
5059089,3,1290,2,15,60.014,261.84
5064234,1,1290,1,15,48.014,130.92
5064313,2,1290,0,15,36.014,65.46
5064345,3,1290,2,15,60.014,261.84
5064387,4,812,0,15,28.0,41.2
5069441,1,1290,1,15,48.014,130.92
5069501,3,1290,2,15,60.014,261.84
5074615,1,1290,2,15,60.014,261.84
5074649,2,1290,0,15,36.014,65.46
5074681,3,1290,2,15,60.014,261.84
5074723,4,724,0,15,26.014,36.74
5079837,1,1290,1,15,48.014,130.92
5079893,3,1290,2,15,60.014,261.84
5085002,1,1290,2,15,60.014,261.84
5085035,2,1290,0,15,36.014,65.46
5085067,3,1290,2,15,60.014,261.84
5085109,4,767,0,15,27.013,38.92
5090226,1,1290,2,15,60.014,261.84
5090282,3,1290,2,15,60.014,261.84
5095424,1,1290,1,15,48.014,130.92
5095482,2,512,0,15,20.016,25.98
5095514,3,1290,2,15,60.014,261.84
5095556,4,683,0,15,25.005,34.66
5100622,1,1290,2,15,60.014,261.84
5100675,3,1290,2,15,60.014,261.84
5105821,1,1290,1,15,48.014,130.92
5105880,2,1290,0,15,36.014,65.46
5105912,3,1290,2,15,60.014,261.84
5105954,4,912,0,15,30.011,46.28
5111019,1,1290,1,15,48.014,130.92
5111076,3,1290,2,15,60.014,261.84
5116218,1,1290,2,15,60.014,261.84
5116251,2,1290,0,15,36.014,65.46
5116283,3,1290,2,15,60.014,261.84
5116325,4,645,0,15,24.014,32.73
5116547,5,287,0,15,9.995,14.56
5116580,6,287,0,15,9.995,14.56
5121416,1,1290,1,15,48.014,130.92
5121472,3,1290,2,15,60.014,261.84
5126614,1,1290,2,15,60.014,261.84
5126671,3,1290,2,15,60.014,261.84
5126712,4,861,0,15,29.015,43.69
5131787,1,1290,2,15,60.014,261.84
5131820,2,1290,0,15,36.014,65.46
5131852,3,1290,2,15,60.014,261.84
5137011,1,1290,1,15,48.014,130.92
5137069,2,512,0,15,20.016,25.98
5137100,3,1290,2,15,60.014,261.84
5137142,4,767,0,15,27.013,38.92
5142209,1,1290,2,15,60.014,261.84
5142262,3,1290,2,15,60.014,261.84
5147407,1,1290,1,15,48.014,130.92
5147467,2,1290,0,15,36.014,65.46
5147499,3,1290,2,15,60.014,261.84
5147551,4,812,0,15,28.0,41.2
5152606,1,1290,1,15,48.014,130.92
5152662,3,1290,2,15,60.014,261.84
5157779,1,1290,2,15,60.014,261.84
5157812,2,1290,0,15,36.014,65.46
5157846,3,1290,2,15,60.014,261.84
5157896,4,724,0,15,26.014,36.74
5163016,1,1290,2,15,60.014,261.84
5163072,3,1290,2,15,60.014,261.84
5168184,1,1290,2,15,60.014,261.84
5168218,2,1290,0,15,36.014,65.46
5168250,3,1290,2,15,60.014,261.84
5168292,4,767,0,15,27.013,38.92
5173405,1,1290,2,15,60.014,261.84
5173461,3,1290,2,15,60.014,261.84
5178597,1,1290,1,15,48.014,130.92
5178655,2,512,0,15,20.016,25.98
5178687,3,1290,2,15,60.014,261.84
5178728,4,683,0,15,25.005,34.66
5183796,1,1290,2,15,60.014,261.84
5183849,3,1290,2,15,60.014,261.84
5186784,3,1290,2,15,60.014,261.84
5188994,1,1290,2,15,60.014,261.84
5189053,2,1290,0,15,36.014,65.46
5189085,3,1290,2,15,60.014,261.84
5189127,4,912,0,15,30.011,46.28
5194193,1,1290,1,15,48.014,130.92
5194249,3,1290,2,15,60.014,261.84
5199391,1,1290,2,15,60.014,261.84
5199424,2,1290,0,15,36.014,65.46
5199456,3,1290,2,15,60.014,261.84
5199498,4,645,0,15,24.014,32.73
5199720,5,287,0,15,9.995,14.56
5199751,6,287,0,15,9.995,14.56
5204589,1,1290,1,15,48.014,130.92
5204645,3,1290,2,15,60.014,261.84
5209788,1,1290,2,15,60.014,261.84
5209844,3,1290,2,15,60.014,261.84
5209886,4,861,0,15,29.015,43.69
5214960,1,1290,2,15,60.014,261.84
5214994,2,1290,0,15,36.014,65.46
5215026,3,1290,2,15,60.014,261.84
5220184,1,1290,1,15,48.014,130.92
5220242,2,512,0,15,20.016,25.98
5220274,3,1290,2,15,60.014,261.84
5220316,4,767,0,15,27.013,38.92
5225383,1,1290,2,15,60.014,261.84
5225435,3,1290,2,15,60.014,261.84
5230581,1,1290,1,15,48.014,130.92
5230640,2,1290,0,15,36.014,65.46
5230672,3,1290,2,15,60.014,261.84
5230713,4,812,0,15,28.0,41.2
5235779,1,1290,1,15,48.014,130.92
5235836,3,1290,2,15,60.014,261.84
5240952,1,1290,2,15,60.014,261.84
5240985,2,1290,0,15,36.014,65.46
5241017,3,1290,2,15,60.014,261.84
5241059,4,724,0,15,26.014,36.74
5246176,1,1290,1,15,48.014,130.92
5246232,3,1290,2,15,60.014,261.84
5251349,1,1290,2,15,60.014,261.84
5251382,2,1290,0,15,36.014,65.46
5251420,3,1290,2,15,60.014,261.84
5251465,4,767,0,15,27.013,38.92
5256585,1,1290,2,15,60.014,261.84
5256642,3,1290,2,15,60.014,261.84
5261786,1,1290,1,15,48.014,130.92
5261843,2,512,0,15,20.016,25.98
5261875,3,1290,2,15,60.014,261.84
5261916,4,683,0,15,25.005,34.66
5266974,1,1290,2,15,60.014,261.84
5267027,3,1290,2,15,60.014,261.84
5272167,1,1290,1,15,48.014,130.92
5272226,2,1290,0,15,36.014,65.46
5272258,3,1290,2,15,60.014,261.84
5272300,4,912,0,15,30.011,46.28
5277366,1,1290,1,15,48.014,130.92
5277422,3,1290,2,15,60.014,261.84
5282564,1,1290,2,15,60.014,261.84
5282597,2,1290,0,15,36.014,65.46
5282629,3,1290,2,15,60.014,261.84
5282671,4,645,0,15,24.014,32.73
5282893,5,287,0,15,9.995,14.56
5282925,6,287,0,15,9.995,14.56
5287762,1,1290,1,15,48.014,130.92
5287819,3,1290,2,15,60.014,261.84
5292961,1,1290,2,15,60.014,261.84
5293017,3,1290,2,15,60.014,261.84
5293059,4,861,0,15,29.015,43.69
5298133,1,1290,2,15,60.014,261.84
5298167,2,1290,0,15,36.014,65.46
5298199,3,1290,2,15,60.014,261.84
5303357,1,1290,1,15,48.014,130.92
5303415,2,512,0,15,20.016,25.98
5303447,3,1290,2,15,60.014,261.84
5303488,4,767,0,15,27.013,38.92
5308556,1,1290,2,15,60.014,261.84
5308609,3,1290,2,15,60.014,261.84
5313754,1,1290,1,15,48.014,130.92
5313813,2,1290,0,15,36.014,65.46
5313845,3,1290,2,15,60.014,261.84
5313887,4,812,0,15,28.0,41.2
5318952,1,1290,1,15,48.014,130.92
5319009,3,1290,2,15,60.014,261.84
5324125,1,1290,2,15,60.014,261.84
5324158,2,1290,0,15,36.014,65.46
5324190,3,1290,2,15,60.014,261.84
5324232,4,724,0,15,26.014,36.74
5329349,1,1290,2,15,60.014,261.84
5329405,3,1290,2,15,60.014,261.84
5334522,1,1290,2,15,60.014,261.84
5334555,2,1290,0,15,36.014,65.46
5334587,3,1290,2,15,60.014,261.84
5334629,4,767,0,15,27.013,38.92
5339745,1,1290,2,15,60.014,261.84
5339802,3,1290,2,15,60.014,261.84
5344944,1,1290,1,15,48.014,130.92
5345019,2,512,0,15,20.016,25.98
5345052,3,1290,2,15,60.014,261.84
5345094,4,683,0,15,25.005,34.66
5350156,1,1290,2,15,60.014,261.84
5350209,3,1290,2,15,60.014,261.84
5353139,3,1290,2,15,60.014,261.84
5355355,1,1290,2,15,60.014,261.84
5355414,2,1290,0,15,36.014,65.46
5355446,3,1290,2,15,60.014,261.84
5355487,4,912,0,15,30.011,46.28
5360544,1,1290,1,15,48.014,130.92
5360600,3,1290,2,15,60.014,261.84
5365737,1,1290,2,15,60.014,261.84
5365771,2,1290,0,15,36.014,65.46
5365803,3,1290,2,15,60.014,261.84
5365844,4,645,0,15,24.014,32.73
5366067,5,287,0,15,9.995,14.56
5366098,6,287,0,15,9.995,14.56
5370936,1,1290,1,15,48.014,130.92
5370992,3,1290,2,15,60.014,261.84
5376134,1,1290,2,15,60.014,261.84
5376190,3,1290,2,15,60.014,261.84
5376232,4,861,0,15,29.015,43.69
5381306,1,1290,2,15,60.014,261.84
5381340,2,1290,0,15,36.014,65.46
5381372,3,1290,2,15,60.014,261.84
5386531,1,1290,1,15,48.014,130.92
5386588,2,512,0,15,20.016,25.98
5386620,3,1290,2,15,60.014,261.84
5386662,4,767,0,15,27.013,38.92
5391729,1,1290,2,15,60.014,261.84
5391781,3,1290,2,15,60.014,261.84
5396927,1,1290,1,15,48.014,130.92
5396986,2,1290,0,15,36.014,65.46
5397018,3,1290,2,15,60.014,261.84
5397060,4,812,0,15,28.0,41.2
5402126,1,1290,1,15,48.014,130.92
5402182,3,1290,2,15,60.014,261.84
5407298,1,1290,2,15,60.014,261.84
5407332,2,1290,0,15,36.014,65.46
5407364,3,1290,2,15,60.014,261.84
5407405,4,724,0,15,26.014,36.74
5412522,1,1290,1,15,48.014,130.92
5412578,3,1290,2,15,60.014,261.84
5417695,1,1290,2,15,60.014,261.84
5417728,2,1290,0,15,36.014,65.46
5417760,3,1290,2,15,60.014,261.84
5417802,4,767,0,15,27.013,38.92
5422919,1,1290,2,15,60.014,261.84
5422975,3,1290,2,15,60.014,261.84
5428117,1,1290,1,15,48.014,130.92
5428175,2,512,0,15,20.016,25.98
5428207,3,1290,2,15,60.014,261.84
5428258,4,683,0,15,25.005,34.66
5433316,1,1290,2,15,60.014,261.84
5433368,3,1290,2,15,60.014,261.84
5438514,1,1290,1,15,48.014,130.92
5438591,2,1290,0,15,36.014,65.46
5438623,3,1290,2,15,60.014,261.84
5438665,4,912,0,15,30.011,46.28
5443726,1,1290,1,15,48.014,130.92
5443783,3,1290,2,15,60.014,261.84
5448923,1,1290,2,15,60.014,261.84
5448957,2,1290,0,15,36.014,65.46
5448989,3,1290,2,15,60.014,261.84
5449030,4,645,0,15,24.014,32.73
5449240,5,287,0,15,9.995,14.56
5449271,6,287,0,15,9.995,14.56
5454112,1,1290,1,15,48.014,130.92
5454168,3,1290,2,15,60.014,261.84
5459307,1,1290,2,15,60.014,261.84
5459364,3,1290,2,15,60.014,261.84
5459405,4,861,0,15,29.015,43.69
5464480,1,1290,2,15,60.014,261.84
5464513,2,1290,0,15,36.014,65.46
5464545,3,1290,2,15,60.014,261.84
5469704,1,1290,1,15,48.014,130.92
5469761,2,512,0,15,20.016,25.98
5469793,3,1290,2,15,60.014,261.84
5469835,4,767,0,15,27.013,38.92
5474902,1,1290,2,15,60.014,261.84
5474955,3,1290,2,15,60.014,261.84
5480100,1,1290,1,15,48.014,130.92
5480160,2,1290,0,15,36.014,65.46
5480192,3,1290,2,15,60.014,261.84
5480233,4,812,0,15,28.0,41.2
5485299,1,1290,1,15,48.014,130.92
5485355,3,1290,2,15,60.014,261.84
5490471,1,1290,2,15,60.014,261.84
5490505,2,1290,0,15,36.014,65.46
5490537,3,1290,2,15,60.014,261.84
5490579,4,724,0,15,26.014,36.74
5495696,1,1290,2,15,60.014,261.84
5495752,3,1290,2,15,60.014,261.84
5500868,1,1290,2,15,60.014,261.84
5500902,2,1290,0,15,36.014,65.46
5500934,3,1290,2,15,60.014,261.84
5500975,4,767,0,15,27.013,38.92
5506092,1,1290,2,15,60.014,261.84
5506148,3,1290,2,15,60.014,261.84
5511290,1,1290,1,15,48.014,130.92
5511348,2,512,0,15,20.016,25.98
5511380,3,1290,2,15,60.014,261.84
5511422,4,683,0,15,25.005,34.66
5516489,1,1290,2,15,60.014,261.84
5516541,3,1290,2,15,60.014,261.84
5519477,3,1290,2,15,60.014,261.84
5521687,1,1290,2,15,60.014,261.84
5521746,2,1290,0,15,36.014,65.46
5521778,3,1290,2,15,60.014,261.84
5521829,4,912,0,15,30.011,46.28
5526886,1,1290,1,15,48.014,130.92
5526942,3,1290,2,15,60.014,261.84
5532083,1,1290,1,15,48.014,130.92
5532118,2,1290,0,15,36.014,65.46
5532189,3,1290,0,15,36.014,65.46
5532230,4,645,0,15,24.014,32.73
5532446,5,1290,2,15,60.014,261.84
5532505,6,1290,2,15,60.014,261.84
5537644,5,1290,1,15,48.014,130.92
5537677,6,1290,2,15,60.014,261.84
5542463,1,1290,0,15,36.014,65.46
5542524,3,645,0,15,24.014,32.73
5542565,4,861,0,15,29.015,43.69
5542843,5,1290,2,15,60.014,261.84
5542875,6,1290,2,15,60.014,261.84
5547676,2,1290,0,15,36.014,65.46
5548015,5,1290,2,15,60.014,261.84
5548048,6,1290,2,15,60.014,261.84
5552850,1,1290,1,15,48.014,130.92
5552908,2,512,0,15,20.016,25.98
5552944,3,1290,0,15,36.014,65.46
5552986,4,767,0,15,27.013,38.92
5553240,5,1290,1,15,48.014,130.92
5553272,6,1290,2,15,60.014,261.84
5558438,5,1290,2,15,60.014,261.84
5558470,6,1290,2,15,60.014,261.84
5563247,1,1367,1,15,49.018,138.73
5563306,2,1290,0,15,36.014,65.46
5563342,3,1367,0,15,37.018,69.37
5563384,4,812,0,15,28.0,41.2
5563636,5,1290,1,15,48.014,130.92
5563669,6,1290,2,15,60.014,261.84
5568834,5,1290,1,15,48.014,130.92
5568867,6,1290,2,15,60.014,261.84
5573644,1,1290,0,15,36.014,65.46
5573677,2,1290,0,15,36.014,65.46
5573713,3,645,0,15,24.014,32.73
5573755,4,724,0,15,26.014,36.74
5574007,5,1290,2,15,60.014,261.84
5574039,6,1290,2,15,60.014,261.84
5579231,5,1290,1,15,48.014,130.92
5579266,6,1290,2,15,60.014,261.84
5584040,1,1367,1,15,49.018,138.73
5584074,2,1290,0,15,36.014,65.46
5584110,3,1367,0,15,37.018,69.37
5584151,4,767,0,15,27.013,38.92
5584404,5,1290,2,15,60.014,261.84
5584446,6,1290,2,15,60.014,261.84
5589643,5,1290,2,15,60.014,261.84
5589675,6,1290,2,15,60.014,261.84
5594437,1,1290,0,15,36.014,65.46
5594495,2,512,0,15,20.016,25.98
5594531,3,645,0,15,24.014,32.73
5594572,4,683,0,15,25.005,34.66
5594827,5,1290,1,15,48.014,130.92
5594860,6,1290,2,15,60.014,261.84
5600024,5,1290,2,15,60.014,261.84
5600057,6,1290,2,15,60.014,261.84
5604833,1,1149,1,15,46.01,116.61
5604892,2,1290,0,15,36.014,65.46
5604929,3,1149,0,15,34.01,58.3
5604970,4,912,0,15,30.011,46.28
5605223,5,1290,1,15,48.014,130.92
5605255,6,1290,2,15,60.014,261.84
5610421,5,1290,1,15,48.014,130.92
5610454,6,1290,2,15,60.014,261.84
5615230,1,1290,1,15,48.014,130.92
5615263,2,1290,0,15,36.014,65.46
5615300,3,1290,0,15,36.014,65.46
5615341,4,645,0,15,24.014,32.73
5615620,5,1290,2,15,60.014,261.84
5615652,6,1290,2,15,60.014,261.84
5620818,5,1290,1,15,48.014,130.92
5620850,6,1290,2,15,60.014,261.84
5625627,1,1290,0,15,36.014,65.46
5625694,3,645,0,15,24.014,32.73
5625740,4,861,0,15,29.015,43.69
5626016,5,1290,2,15,60.014,261.84
5626049,6,1290,2,15,60.014,261.84
5630860,2,1290,0,15,36.014,65.46
5631189,5,1290,2,15,60.014,261.84
5631221,6,1290,2,15,60.014,261.84
5636032,1,1290,1,15,48.014,130.92
5636091,2,512,0,15,20.016,25.98
5636127,3,1290,0,15,36.014,65.46
5636169,4,767,0,15,27.013,38.92
5636413,5,1290,1,15,48.014,130.92
5636445,6,1290,2,15,60.014,261.84
5641611,5,1290,2,15,60.014,261.84
5641644,6,1290,2,15,60.014,261.84
5646420,1,1367,1,15,49.018,138.73
5646479,2,1290,0,15,36.014,65.46
5646515,3,1367,0,15,37.018,69.37
5646557,4,812,0,15,28.0,41.2
5646809,5,1290,1,15,48.014,130.92
5646842,6,1290,2,15,60.014,261.84
5652008,5,1290,1,15,48.014,130.92
5652040,6,1290,2,15,60.014,261.84
5656817,1,1149,1,15,46.01,116.61
5656850,2,1290,0,15,36.014,65.46
5656886,3,1149,0,15,34.01,58.3
5656928,4,724,0,15,26.014,36.74
5657180,5,1290,2,15,60.014,261.84
5657213,6,1290,2,15,60.014,261.84
5662404,5,1290,2,15,60.014,261.84
5662437,6,1290,2,15,60.014,261.84
5667213,1,1290,0,15,36.014,65.46
5667247,2,1290,0,15,36.014,65.46
5667283,3,645,0,15,24.014,32.73
5667325,4,767,0,15,27.013,38.92
5667577,5,1290,2,15,60.014,261.84
5667609,6,1290,2,15,60.014,261.84
5672801,5,1290,2,15,60.014,261.84
5672836,6,1290,2,15,60.014,261.84
5677610,1,1367,1,15,49.018,138.73
5677668,2,512,0,15,20.016,25.98
5677704,3,1367,0,15,37.018,69.37
5677745,4,683,0,15,25.005,34.66
5678013,5,1290,1,15,48.014,130.92
5678046,6,1290,2,15,60.014,261.84
5683212,5,1290,2,15,60.014,261.84
5683245,6,1290,2,15,60.014,261.84
5686173,6,1290,2,15,60.014,261.84
5688006,1,1290,0,15,36.014,65.46
5688066,2,1290,0,15,36.014,65.46
5688102,3,645,0,15,24.014,32.73
5688143,4,912,0,15,30.011,46.28
5688397,5,1290,2,15,60.014,261.84
5688430,6,1290,2,15,60.014,261.84
5693594,5,1290,1,15,48.014,130.92
5693627,6,1290,2,15,60.014,261.84
5698403,1,1290,1,15,48.014,130.92
5698437,2,1290,0,15,36.014,65.46
5698473,3,1290,0,15,36.014,65.46
5698515,4,645,0,15,24.014,32.73
5698793,5,1290,2,15,60.014,261.84
5698825,6,1290,2,15,60.014,261.84
5703991,5,1290,1,15,48.014,130.92
5704023,6,1290,2,15,60.014,261.84
5708800,1,1290,0,15,36.014,65.46
5708861,3,645,0,15,24.014,32.73
5708902,4,861,0,15,29.015,43.69
5709189,5,1290,2,15,60.014,261.84
5709222,6,1290,2,15,60.014,261.84
5714023,2,1290,0,15,36.014,65.46
5714362,5,1290,2,15,60.014,261.84
5714394,6,1290,2,15,60.014,261.84
5719197,1,1290,1,15,48.014,130.92
5719268,2,512,0,15,20.016,25.98
5719304,3,1290,0,15,36.014,65.46
5719346,4,767,0,15,27.013,38.92
5719586,5,1290,1,15,48.014,130.92
5719619,6,1290,2,15,60.014,261.84
5724784,5,1290,2,15,60.014,261.84
5724817,6,1290,2,15,60.014,261.84
5729604,1,1367,1,15,49.018,138.73
5729666,2,1290,0,15,36.014,65.46
5729702,3,1367,0,15,37.018,69.37
5729743,4,812,0,15,28.0,41.2
5729983,5,1290,1,15,48.014,130.92
5730015,6,1290,2,15,60.014,261.84
5735181,5,1290,1,15,48.014,130.92
5735214,6,1290,2,15,60.014,261.84
5739990,1,1290,0,15,36.014,65.46
5740023,2,1290,0,15,36.014,65.46
5740060,3,645,0,15,24.014,32.73
5740101,4,724,0,15,26.014,36.74
5740353,5,1290,2,15,60.014,261.84
5740386,6,1290,2,15,60.014,261.84
5745578,5,1290,1,15,48.014,130.92
5745610,6,1290,2,15,60.014,261.84
5750386,1,1367,1,15,49.018,138.73
5750420,2,1290,0,15,36.014,65.46
5750456,3,1367,0,15,37.018,69.37
5750498,4,767,0,15,27.013,38.92
5750750,5,1290,2,15,60.014,261.84
5750783,6,1290,2,15,60.014,261.84
5755974,5,1290,2,15,60.014,261.84
5756007,6,1290,2,15,60.014,261.84
5760783,1,1290,0,15,36.014,65.46
5760841,2,512,0,15,20.016,25.98
5760877,3,645,0,15,24.014,32.73
5760919,4,683,0,15,25.005,34.66
5761173,5,1290,1,15,48.014,130.92
5761205,6,1290,2,15,60.014,261.84
5766371,5,1290,2,15,60.014,261.84
5766405,6,1290,2,15,60.014,261.84
5771180,1,1149,1,15,46.01,116.61
5771239,2,1290,0,15,36.014,65.46
5771275,3,1149,0,15,34.01,58.3
5771317,4,912,0,15,30.011,46.28
5771583,5,1290,1,15,48.014,130.92
5771616,6,1290,2,15,60.014,261.84
5776780,5,1290,1,15,48.014,130.92
5776813,6,1290,2,15,60.014,261.84
5781576,1,1290,1,15,48.014,130.92
5781610,2,1290,0,15,36.014,65.46
5781646,3,1290,0,15,36.014,65.46
5781688,4,645,0,15,24.014,32.73
5781967,5,1290,2,15,60.014,261.84
5781999,6,1290,2,15,60.014,261.84
5787164,5,1290,1,15,48.014,130.92
5787197,6,1290,2,15,60.014,261.84
5791973,1,1290,0,15,36.014,65.46
5792034,3,645,0,15,24.014,32.73
5792075,4,861,0,15,29.015,43.69
5792362,5,1290,2,15,60.014,261.84
5792395,6,1290,2,15,60.014,261.84
5797196,2,1290,0,15,36.014,65.46
5797535,5,1290,2,15,60.014,261.84
5797567,6,1290,2,15,60.014,261.84
5802370,1,1290,1,15,48.014,130.92
5802428,2,512,0,15,20.016,25.98
5802464,3,1290,0,15,36.014,65.46
5802507,4,767,0,15,27.013,38.92
5802759,5,1290,1,15,48.014,130.92
5802792,6,1290,2,15,60.014,261.84
5807958,5,1290,2,15,60.014,261.84
5807990,6,1290,2,15,60.014,261.84
5812767,1,1367,1,15,49.018,138.73
5812840,2,1290,0,15,36.014,65.46
5812877,3,1367,0,15,37.018,69.37
5812918,4,812,0,15,28.0,41.2
5813156,5,1290,1,15,48.014,130.92
5813189,6,1290,2,15,60.014,261.84
5818354,5,1290,1,15,48.014,130.92
5818387,6,1290,2,15,60.014,261.84
5823173,1,1149,1,15,46.01,116.61
5823206,2,1290,0,15,36.014,65.46
5823243,3,1149,0,15,34.01,58.3
5823284,4,724,0,15,26.014,36.74
5823527,5,1290,2,15,60.014,261.84
5823559,6,1290,2,15,60.014,261.84
5828751,5,1290,2,15,60.014,261.84
5828784,6,1290,2,15,60.014,261.84
5833560,1,1290,0,15,36.014,65.46
5833593,2,1290,0,15,36.014,65.46
5833630,3,645,0,15,24.014,32.73
5833671,4,767,0,15,27.013,38.92
5833923,5,1290,2,15,60.014,261.84
5833956,6,1290,2,15,60.014,261.84
5839147,5,1290,2,15,60.014,261.84
5839180,6,1290,2,15,60.014,261.84
5843956,1,1367,1,15,49.018,138.73
5844014,2,512,0,15,20.016,25.98
5844050,3,1367,0,15,37.018,69.37
5844092,4,683,0,15,25.005,34.66
5844346,5,1290,1,15,48.014,130.92
5844378,6,1290,2,15,60.014,261.84
5849544,5,1290,2,15,60.014,261.84
5849577,6,1290,2,15,60.014,261.84
5852512,6,1290,2,15,60.014,261.84
5854353,1,1290,0,15,36.014,65.46
5854412,2,1290,0,15,36.014,65.46
5854449,3,645,0,15,24.014,32.73
5854490,4,912,0,15,30.011,46.28
5854742,5,1290,2,15,60.014,261.84
5854775,6,1290,2,15,60.014,261.84
5859941,5,1290,1,15,48.014,130.92
5859975,6,1290,2,15,60.014,261.84
5864750,1,1290,1,15,48.014,130.92
5864783,2,1290,0,15,36.014,65.46
5864819,3,1290,0,15,36.014,65.46
5864861,4,645,0,15,24.014,32.73
5865154,5,1290,2,15,60.014,261.84
5865188,6,1290,2,15,60.014,261.84
5870349,5,1290,1,15,48.014,130.92
5870382,6,1290,2,15,60.014,261.84
5875146,1,1290,0,15,36.014,65.46
5875207,3,645,0,15,24.014,32.73
5875249,4,861,0,15,29.015,43.69
5875536,5,1290,2,15,60.014,261.84
5875568,6,1290,2,15,60.014,261.84
5880369,2,1290,0,15,36.014,65.46
5880708,5,1290,2,15,60.014,261.84
5880741,6,1290,2,15,60.014,261.84
5885543,1,1290,1,15,48.014,130.92
5885601,2,512,0,15,20.016,25.98
5885637,3,1290,0,15,36.014,65.46
5885679,4,767,0,15,27.013,38.92
5885932,5,1290,1,15,48.014,130.92
5885965,6,1290,2,15,60.014,261.84
5891131,5,1290,2,15,60.014,261.84
5891163,6,1290,2,15,60.014,261.84
5895940,1,1367,1,15,49.018,138.73
5895999,2,1290,0,15,36.014,65.46
5896035,3,1367,0,15,37.018,69.37
5896078,4,812,0,15,28.0,41.2
5896329,5,1290,1,15,48.014,130.92
5896362,6,1290,2,15,60.014,261.84
5901528,5,1290,1,15,48.014,130.92
5901560,6,1290,2,15,60.014,261.84
5906337,1,1290,0,15,36.014,65.46
5906370,2,1290,0,15,36.014,65.46
5906415,3,645,0,15,24.014,32.73
5906457,4,724,0,15,26.014,36.74
5906700,5,1290,2,15,60.014,261.84
5906732,6,1290,2,15,60.014,261.84
5911924,5,1290,1,15,48.014,130.92
5911957,6,1290,2,15,60.014,261.84
5916742,1,1367,1,15,49.018,138.73
5916775,2,1290,0,15,36.014,65.46
5916812,3,1367,0,15,37.018,69.37
5916853,4,767,0,15,27.013,38.92
5917097,5,1290,2,15,60.014,261.84
5917129,6,1290,2,15,60.014,261.84
