sample_rel,ch,fnum,block,mask,midi,freq
0,5,1290,0,15,36.014,65.46
42,6,1290,0,15,36.014,65.46
5554,1,645,0,15,24.014,32.73
5617,2,1290,1,15,48.014,130.92
5676,3,1290,0,15,36.014,65.46
5718,4,1290,2,15,60.014,261.84
5941,5,1290,1,15,48.014,130.92
6009,6,645,0,15,24.014,32.73
11567,4,1290,2,15,60.014,261.84
11891,5,1290,1,15,48.014,130.92
11933,6,1290,0,15,36.014,65.46
17436,1,1290,0,15,36.014,65.46
17509,2,1290,1,15,48.014,130.92
17566,4,1290,2,15,60.014,261.84
17823,5,1290,1,15,48.014,130.92
17891,6,1290,0,15,36.014,65.46
23379,1,645,0,15,24.014,32.73
23451,2,1290,1,15,48.014,130.92
23484,3,1290,0,15,36.014,65.46
23517,4,1290,2,15,60.014,261.84
23764,5,1290,1,15,48.014,130.92
23832,6,645,0,15,24.014,32.73
29325,1,1290,0,15,36.014,65.46
29410,3,512,0,15,20.016,25.98
29442,4,1290,2,15,60.014,261.84
29705,5,1290,1,15,48.014,130.92
29773,6,1290,0,15,36.014,65.46
35304,2,1290,1,15,48.014,130.92
35357,4,1290,2,15,60.014,261.84
35655,5,1290,1,15,48.014,130.92
35697,6,645,0,15,24.014,32.73
41199,1,645,0,15,24.014,32.73
41280,3,1290,0,15,36.014,65.46
41312,4,1290,2,15,60.014,261.84
41586,5,1290,1,15,48.014,130.92
41629,6,645,0,15,24.014,32.73
47140,1,1290,0,15,36.014,65.46
47172,2,1290,1,15,48.014,130.92
47228,4,1290,2,15,60.014,261.84
47528,5,1290,0,15,36.014,65.46
47570,6,1290,0,15,36.014,65.46
53082,1,645,0,15,24.014,32.73
53113,2,1290,1,15,48.014,130.92
53146,3,1290,0,15,36.014,65.46
53179,4,1290,2,15,60.014,261.84
53468,5,1290,1,15,48.014,130.92
53536,6,645,0,15,24.014,32.73
59022,1,683,0,15,25.005,34.66
59100,4,1290,2,15,60.014,261.84
59418,5,1290,1,15,48.014,130.92
59460,6,1290,0,15,36.014,65.46
64963,1,1367,0,15,37.018,69.37
64994,2,1290,1,15,48.014,130.92
65051,4,1290,2,15,60.014,261.84
65350,5,1290,1,15,48.014,130.92
65402,6,645,0,15,24.014,32.73
70904,1,683,0,15,25.005,34.66
70959,3,1290,0,15,36.014,65.46
70991,4,1290,2,15,60.014,261.84
71309,5,1290,1,15,48.014,130.92
71351,6,645,0,15,24.014,32.73
76845,1,1367,0,15,37.018,69.37
76877,2,1290,0,15,36.014,65.46
76934,3,512,0,15,20.016,25.98
76966,4,1290,2,15,60.014,261.84
77239,5,1290,1,15,48.014,130.92
77307,6,1290,0,15,36.014,65.46
82786,1,683,0,15,25.005,34.66
82817,2,1290,1,15,48.014,130.92
82849,3,512,0,15,20.016,25.98
82881,4,1290,2,15,60.014,261.84
83182,5,1290,1,15,48.014,130.92
83224,6,645,0,15,24.014,32.73
88727,1,683,0,15,25.005,34.66
88758,2,1290,0,15,36.014,65.46
88818,3,1290,0,15,36.014,65.46
88850,4,1290,2,15,60.014,261.84
89114,5,1290,1,15,48.014,130.92
89156,6,1290,0,15,36.014,65.46
94668,1,1367,0,15,37.018,69.37
94699,2,1290,0,15,36.014,65.46
94756,4,1290,2,15,60.014,261.84
95055,5,1290,0,15,36.014,65.46
95098,6,1290,0,15,36.014,65.46
100609,1,645,0,15,24.014,32.73
100672,2,1290,1,15,48.014,130.92
100706,3,1290,0,15,36.014,65.46
100740,4,1290,2,15,60.014,261.84
100996,5,1290,1,15,48.014,130.92
101064,6,645,0,15,24.014,32.73
106624,4,1290,2,15,60.014,261.84
106946,5,1290,1,15,48.014,130.92
106988,6,1290,0,15,36.014,65.46
112491,1,1290,0,15,36.014,65.46
112567,2,1290,1,15,48.014,130.92
112624,4,1290,2,15,60.014,261.84
112878,5,1290,1,15,48.014,130.92
112920,6,645,0,15,24.014,32.73
118441,1,645,0,15,24.014,32.73
118508,2,1290,1,15,48.014,130.92
118542,3,1290,0,15,36.014,65.46
118574,4,1290,2,15,60.014,261.84
118819,5,1290,1,15,48.014,130.92
118861,6,645,0,15,24.014,32.73
124376,1,1290,0,15,36.014,65.46
124461,3,512,0,15,20.016,25.98
124493,4,1290,2,15,60.014,261.84
124760,5,1290,1,15,48.014,130.92
124828,6,1290,0,15,36.014,65.46
130359,2,1290,1,15,48.014,130.92
130412,4,1290,2,15,60.014,261.84
130710,5,1290,1,15,48.014,130.92
130752,6,645,0,15,24.014,32.73
136255,1,645,0,15,24.014,32.73
136335,3,1290,0,15,36.014,65.46
136367,4,1290,2,15,60.014,261.84
136642,5,1290,1,15,48.014,130.92
136684,6,1290,0,15,36.014,65.46
142196,1,1290,0,15,36.014,65.46
142227,2,1290,1,15,48.014,130.92
142284,4,1290,2,15,60.014,261.84
142583,5,1290,0,15,36.014,65.46
142625,6,645,0,15,24.014,32.73
148136,1,645,0,15,24.014,32.73
148199,2,1290,1,15,48.014,130.92
148233,3,1290,0,15,36.014,65.46
148265,4,1290,2,15,60.014,261.84
148523,5,1290,1,15,48.014,130.92
148591,6,645,0,15,24.014,32.73
154077,1,683,0,15,25.005,34.66
154161,4,1290,2,15,60.014,261.84
154473,5,1290,1,15,48.014,130.92
154516,6,1290,0,15,36.014,65.46
160018,1,1367,0,15,37.018,69.37
160075,2,1290,1,15,48.014,130.92
160132,4,1290,2,15,60.014,261.84
160408,5,1290,1,15,48.014,130.92
160459,6,645,0,15,24.014,32.73
165959,1,683,0,15,25.005,34.66
166014,3,1290,0,15,36.014,65.46
166046,4,1290,2,15,60.014,261.84
166361,5,1290,1,15,48.014,130.92
166403,6,1290,0,15,36.014,65.46
171900,1,1367,0,15,37.018,69.37
171932,2,1290,1,15,48.014,130.92
171989,3,512,0,15,20.016,25.98
172021,4,1290,2,15,60.014,261.84
172290,5,1290,1,15,48.014,130.92
172358,6,1290,0,15,36.014,65.46
177841,1,683,0,15,25.005,34.66
177873,2,1290,0,15,36.014,65.46
177926,4,1290,2,15,60.014,261.84
178237,5,1290,1,15,48.014,130.92
178279,6,645,0,15,24.014,32.73
180874,4,1290,2,15,60.014,261.84
183782,1,683,0,15,25.005,34.66
183813,2,1290,0,15,36.014,65.46
183873,3,1290,0,15,36.014,65.46
183905,4,1290,2,15,60.014,261.84
184169,5,1290,1,15,48.014,130.92
184211,6,1290,0,15,36.014,65.46
189723,1,1367,0,15,37.018,69.37
189755,2,1290,1,15,48.014,130.92
189812,3,512,0,15,20.016,25.98
189844,4,1290,2,15,60.014,261.84
190110,5,1290,0,15,36.014,65.46
190153,6,1290,0,15,36.014,65.46
195664,1,645,0,15,24.014,32.73
195727,2,1290,1,15,48.014,130.92
195800,3,1290,0,15,36.014,65.46
195832,4,1290,2,15,60.014,261.84
196051,5,1290,1,15,48.014,130.92
196119,6,645,0,15,24.014,32.73
201680,4,1290,2,15,60.014,261.84
202001,5,1290,1,15,48.014,130.92
202043,6,1290,0,15,36.014,65.46
207546,1,1290,0,15,36.014,65.46
207619,2,1290,1,15,48.014,130.92
207676,4,1290,2,15,60.014,261.84
207933,5,1290,1,15,48.014,130.92
208001,6,1290,0,15,36.014,65.46
213497,1,645,0,15,24.014,32.73
213562,2,1290,1,15,48.014,130.92
213596,3,1290,0,15,36.014,65.46
213628,4,1290,2,15,60.014,261.84
213874,5,1290,1,15,48.014,130.92
213942,6,645,0,15,24.014,32.73
219428,1,1290,0,15,36.014,65.46
219513,3,512,0,15,20.016,25.98
219545,4,1290,2,15,60.014,261.84
219815,5,1290,1,15,48.014,130.92
219883,6,1290,0,15,36.014,65.46
225415,2,1290,1,15,48.014,130.92
225467,4,1290,2,15,60.014,261.84
225765,5,1290,1,15,48.014,130.92
225807,6,645,0,15,24.014,32.73
231310,1,645,0,15,24.014,32.73
231390,3,1290,0,15,36.014,65.46
231422,4,1290,2,15,60.014,261.84
231697,5,1290,1,15,48.014,130.92
231739,6,645,0,15,24.014,32.73
237251,1,1290,0,15,36.014,65.46
237282,2,1290,1,15,48.014,130.92
237339,4,1290,2,15,60.014,261.84
237638,5,1290,0,15,36.014,65.46
237680,6,1290,0,15,36.014,65.46
243192,1,645,0,15,24.014,32.73
243223,2,1290,1,15,48.014,130.92
243257,3,1290,0,15,36.014,65.46
243289,4,1290,2,15,60.014,261.84
243578,5,1290,1,15,48.014,130.92
243646,6,645,0,15,24.014,32.73
249133,1,683,0,15,25.005,34.66
249210,4,1290,2,15,60.014,261.84
249529,5,1290,1,15,48.014,130.92
249581,6,1290,0,15,36.014,65.46
255074,1,1367,0,15,37.018,69.37
255105,2,1290,1,15,48.014,130.92
255162,4,1290,2,15,60.014,261.84
255471,5,1290,1,15,48.014,130.92
255517,6,645,0,15,24.014,32.73
261014,1,683,0,15,25.005,34.66
261069,3,1290,0,15,36.014,65.46
261101,4,1290,2,15,60.014,261.84
261412,5,1290,1,15,48.014,130.92
261454,6,645,0,15,24.014,32.73
266956,1,1367,0,15,37.018,69.37
266987,2,1290,0,15,36.014,65.46
267045,3,512,0,15,20.016,25.98
267077,4,1290,2,15,60.014,261.84
267345,5,1290,1,15,48.014,130.92
267413,6,1290,0,15,36.014,65.46
272896,1,683,0,15,25.005,34.66
272928,2,1290,1,15,48.014,130.92
272960,3,512,0,15,20.016,25.98
272992,4,1290,2,15,60.014,261.84
273292,5,1290,1,15,48.014,130.92
273334,6,645,0,15,24.014,32.73
278837,1,683,0,15,25.005,34.66
278868,2,1290,0,15,36.014,65.46
278928,3,1290,0,15,36.014,65.46
278960,4,1290,2,15,60.014,261.84
279224,5,1290,1,15,48.014,130.92
279266,6,1290,0,15,36.014,65.46
284778,1,1367,0,15,37.018,69.37
284810,2,1290,0,15,36.014,65.46
284866,4,1290,2,15,60.014,261.84
285166,5,1290,0,15,36.014,65.46
285208,6,1290,0,15,36.014,65.46
290719,1,645,0,15,24.014,32.73
290782,2,1290,1,15,48.014,130.92
290818,3,1290,0,15,36.014,65.46
290859,4,1290,2,15,60.014,261.84
291106,5,1290,1,15,48.014,130.92
291174,6,645,0,15,24.014,32.73
296743,4,1290,2,15,60.014,261.84
297056,5,1290,1,15,48.014,130.92
297098,6,1290,0,15,36.014,65.46
302604,1,1290,0,15,36.014,65.46
302671,2,1290,1,15,48.014,130.92
302727,4,1290,2,15,60.014,261.84
302988,5,1290,1,15,48.014,130.92
303030,6,645,0,15,24.014,32.73
308550,1,645,0,15,24.014,32.73
308612,2,1290,1,15,48.014,130.92
308646,3,1290,0,15,36.014,65.46
308678,4,1290,2,15,60.014,261.84
308929,5,1290,1,15,48.014,130.92
308971,6,645,0,15,24.014,32.73
314483,1,1290,0,15,36.014,65.46
314568,3,512,0,15,20.016,25.98
314600,4,1290,2,15,60.014,261.84
314870,5,1290,1,15,48.014,130.92
314938,6,1290,0,15,36.014,65.46
320470,2,1290,1,15,48.014,130.92
320523,4,1290,2,15,60.014,261.84
320820,5,1290,1,15,48.014,130.92
320862,6,645,0,15,24.014,32.73
326365,1,645,0,15,24.014,32.73
326445,3,1290,0,15,36.014,65.46
326478,4,1290,2,15,60.014,261.84
326752,5,1290,1,15,48.014,130.92
326794,6,1290,0,15,36.014,65.46
332306,1,1290,0,15,36.014,65.46
332337,2,1290,1,15,48.014,130.92
332394,4,1290,2,15,60.014,261.84
332693,5,1290,0,15,36.014,65.46
332736,6,645,0,15,24.014,32.73
338247,1,645,0,15,24.014,32.73
338310,2,1290,1,15,48.014,130.92
338343,3,1290,0,15,36.014,65.46
338375,4,1290,2,15,60.014,261.84
338634,5,1290,1,15,48.014,130.92
338702,6,645,0,15,24.014,32.73
344188,1,683,0,15,25.005,34.66
344272,4,1290,2,15,60.014,261.84
344584,5,1290,1,15,48.014,130.92
344636,6,1290,0,15,36.014,65.46
350129,1,1367,0,15,37.018,69.37
350186,2,1290,1,15,48.014,130.92
350242,4,1290,2,15,60.014,261.84
350535,5,1290,1,15,48.014,130.92
350579,6,645,0,15,24.014,32.73
356070,1,683,0,15,25.005,34.66
356124,3,1290,0,15,36.014,65.46
356157,4,1290,2,15,60.014,261.84
356465,5,1290,1,15,48.014,130.92
356508,6,1290,0,15,36.014,65.46
362010,1,1367,0,15,37.018,69.37
362042,2,1290,1,15,48.014,130.92
362099,3,512,0,15,20.016,25.98
362132,4,1290,2,15,60.014,261.84
362398,5,1290,1,15,48.014,130.92
362466,6,1290,0,15,36.014,65.46
367952,1,683,0,15,25.005,34.66
367983,2,1290,0,15,36.014,65.46
368036,4,1290,2,15,60.014,261.84
368347,5,1290,1,15,48.014,130.92
368390,6,645,0,15,24.014,32.73
370984,4,1290,2,15,60.014,261.84
373893,1,683,0,15,25.005,34.66
373924,2,1290,0,15,36.014,65.46
373983,3,1290,0,15,36.014,65.46
374015,4,1290,2,15,60.014,261.84
374279,5,1290,1,15,48.014,130.92
374322,6,1290,0,15,36.014,65.46
379833,1,1367,0,15,37.018,69.37
379865,2,1290,1,15,48.014,130.92
379922,3,512,0,15,20.016,25.98
379954,4,1290,2,15,60.014,261.84
380221,5,1290,0,15,36.014,65.46
380263,6,1290,0,15,36.014,65.46
385774,1,645,0,15,24.014,32.73
385837,2,1290,1,15,48.014,130.92
385913,3,1290,0,15,36.014,65.46
385945,4,1290,2,15,60.014,261.84
386161,5,1290,1,15,48.014,130.92
386229,6,645,0,15,24.014,32.73
391795,4,1290,2,15,60.014,261.84
392111,5,1290,1,15,48.014,130.92
392153,6,1290,0,15,36.014,65.46
397663,1,1290,0,15,36.014,65.46
397723,2,1290,1,15,48.014,130.92
397780,4,1290,2,15,60.014,261.84
398043,5,1290,1,15,48.014,130.92
398111,6,1290,0,15,36.014,65.46
403605,1,645,0,15,24.014,32.73
403668,2,1290,1,15,48.014,130.92
403702,3,1290,0,15,36.014,65.46
403734,4,1290,2,15,60.014,261.84
403984,5,1290,1,15,48.014,130.92
404052,6,645,0,15,24.014,32.73
409538,1,1290,0,15,36.014,65.46
409623,3,512,0,15,20.016,25.98
409655,4,1290,2,15,60.014,261.84
409926,5,1290,1,15,48.014,130.92
409994,6,1290,0,15,36.014,65.46
415525,2,1290,1,15,48.014,130.92
415578,4,1290,2,15,60.014,261.84
415875,5,1290,1,15,48.014,130.92
415917,6,645,0,15,24.014,32.73
421420,1,645,0,15,24.014,32.73
421500,3,1290,0,15,36.014,65.46
421533,4,1290,2,15,60.014,261.84
421807,5,1290,1,15,48.014,130.92
421849,6,645,0,15,24.014,32.73
427361,1,1290,0,15,36.014,65.46
427392,2,1290,1,15,48.014,130.92
427449,4,1290,2,15,60.014,261.84
427748,5,1290,0,15,36.014,65.46
427790,6,1290,0,15,36.014,65.46
433302,1,645,0,15,24.014,32.73
433333,2,1290,1,15,48.014,130.92
433367,3,1290,0,15,36.014,65.46
433399,4,1290,2,15,60.014,261.84
433689,5,1290,1,15,48.014,130.92
433765,6,645,0,15,24.014,32.73
439243,1,683,0,15,25.005,34.66
439321,4,1290,2,15,60.014,261.84
439639,5,1290,1,15,48.014,130.92
439690,6,1290,0,15,36.014,65.46
445184,1,1367,0,15,37.018,69.37
445215,2,1290,1,15,48.014,130.92
445272,4,1290,2,15,60.014,261.84
445588,5,1290,1,15,48.014,130.92
445631,6,645,0,15,24.014,32.73
451125,1,683,0,15,25.005,34.66
451180,3,1290,0,15,36.014,65.46
451212,4,1290,2,15,60.014,261.84
451515,5,1290,1,15,48.014,130.92
451557,6,645,0,15,24.014,32.73
457066,1,1367,0,15,37.018,69.37
457097,2,1290,0,15,36.014,65.46
457155,3,512,0,15,20.016,25.98
457187,4,1290,2,15,60.014,261.84
457453,5,1290,1,15,48.014,130.92
457521,6,1290,0,15,36.014,65.46
463007,1,683,0,15,25.005,34.66
463038,2,1290,1,15,48.014,130.92
463070,3,512,0,15,20.016,25.98
463102,4,1290,2,15,60.014,261.84
463402,5,1290,1,15,48.014,130.92
463445,6,645,0,15,24.014,32.73
468948,1,683,0,15,25.005,34.66
468979,2,1290,0,15,36.014,65.46
469038,3,1290,0,15,36.014,65.46
469071,4,1290,2,15,60.014,261.84
469335,5,1290,1,15,48.014,130.92
469377,6,1290,0,15,36.014,65.46
474889,1,1367,0,15,37.018,69.37
474920,2,1290,0,15,36.014,65.46
474977,4,1290,2,15,60.014,261.84
475276,5,1290,0,15,36.014,65.46
475318,6,1290,0,15,36.014,65.46
480830,1,645,0,15,24.014,32.73
480893,2,1290,1,15,48.014,130.92
480936,3,1290,0,15,36.014,65.46
480968,4,1290,2,15,60.014,261.84
481216,5,1290,1,15,48.014,130.92
481284,6,645,0,15,24.014,32.73
486850,4,1290,2,15,60.014,261.84
487166,5,1290,1,15,48.014,130.92
487209,6,1290,0,15,36.014,65.46
492721,1,1290,0,15,36.014,65.46
492781,2,1290,1,15,48.014,130.92
492837,4,1290,2,15,60.014,261.84
493098,5,1290,1,15,48.014,130.92
493141,6,645,0,15,24.014,32.73
498652,1,645,0,15,24.014,32.73
498715,2,1290,1,15,48.014,130.92
498749,3,1290,0,15,36.014,65.46
498781,4,1290,2,15,60.014,261.84
499039,5,1290,1,15,48.014,130.92
499081,6,645,0,15,24.014,32.73
504593,1,1290,0,15,36.014,65.46
504678,3,512,0,15,20.016,25.98
504710,4,1290,2,15,60.014,261.84
504981,5,1290,1,15,48.014,130.92
505049,6,1290,0,15,36.014,65.46
510580,2,1290,1,15,48.014,130.92
510633,4,1290,2,15,60.014,261.84
510930,5,1290,1,15,48.014,130.92
510972,6,645,0,15,24.014,32.73
516475,1,645,0,15,24.014,32.73
516556,3,1290,0,15,36.014,65.46
516588,4,1290,2,15,60.014,261.84
516862,5,1290,1,15,48.014,130.92
516904,6,1290,0,15,36.014,65.46
522416,1,1290,0,15,36.014,65.46
522447,2,1290,1,15,48.014,130.92
522504,4,1290,2,15,60.014,261.84
522803,5,1290,0,15,36.014,65.46
522846,6,645,0,15,24.014,32.73
528357,1,645,0,15,24.014,32.73
528420,2,1290,1,15,48.014,130.92
528454,3,1290,0,15,36.014,65.46
528486,4,1290,2,15,60.014,261.84
528744,5,1290,1,15,48.014,130.92
528828,6,645,0,15,24.014,32.73
534298,1,683,0,15,25.005,34.66
534382,4,1290,2,15,60.014,261.84
534707,5,1290,1,15,48.014,130.92
534749,6,1290,0,15,36.014,65.46
540239,1,1367,0,15,37.018,69.37
540296,2,1290,1,15,48.014,130.92
540353,4,1290,2,15,60.014,261.84
540639,5,1290,1,15,48.014,130.92
540681,6,645,0,15,24.014,32.73
546180,1,683,0,15,25.005,34.66
546235,3,1290,0,15,36.014,65.46
546267,4,1290,2,15,60.014,261.84
546569,5,1290,1,15,48.014,130.92
546612,6,1290,0,15,36.014,65.46
552121,1,1367,0,15,37.018,69.37
552152,2,1290,1,15,48.014,130.92
552210,3,512,0,15,20.016,25.98
552242,4,1290,2,15,60.014,261.84
552508,5,1290,1,15,48.014,130.92
552576,6,1290,0,15,36.014,65.46
558062,1,683,0,15,25.005,34.66
558093,2,1290,0,15,36.014,65.46
558146,4,1290,2,15,60.014,261.84
558458,5,1290,1,15,48.014,130.92
558500,6,645,0,15,24.014,32.73
561094,4,1290,2,15,60.014,261.84
564003,1,683,0,15,25.005,34.66
564034,2,1290,0,15,36.014,65.46
564093,3,1290,0,15,36.014,65.46
564125,4,1290,2,15,60.014,261.84
564390,5,1290,1,15,48.014,130.92
564432,6,1290,0,15,36.014,65.46
569944,1,1367,0,15,37.018,69.37
569975,2,1290,1,15,48.014,130.92
570033,3,512,0,15,20.016,25.98
570075,4,1290,2,15,60.014,261.84
570331,5,1290,0,15,36.014,65.46
570373,6,1290,0,15,36.014,65.46
575885,1,645,0,15,24.014,32.73
575946,2,1290,1,15,48.014,130.92
576013,3,1290,0,15,36.014,65.46
576045,4,1290,2,15,60.014,261.84
576283,5,645,0,15,24.014,32.73
576340,6,287,0,15,9.995,14.56
581897,2,1290,1,15,48.014,130.92
581953,4,1290,2,15,60.014,261.84
582198,5,1290,0,15,36.014,65.46
587774,1,1290,0,15,36.014,65.46
587834,2,1290,1,15,48.014,130.92
587890,4,1290,2,15,60.014,261.84
588164,5,1290,0,15,36.014,65.46
593708,1,645,0,15,24.014,32.73
593764,2,1290,1,15,48.014,130.92
593797,3,1290,0,15,36.014,65.46
593830,4,1290,2,15,60.014,261.84
594105,5,645,0,15,24.014,32.73
599649,1,1290,0,15,36.014,65.46
599705,2,1290,1,15,48.014,130.92
599763,3,512,0,15,20.016,25.98
599795,4,1290,2,15,60.014,261.84
600046,5,1290,0,15,36.014,65.46
605643,2,1290,1,15,48.014,130.92
605696,4,1290,2,15,60.014,261.84
605961,5,645,0,15,24.014,32.73
611530,1,645,0,15,24.014,32.73
611587,2,1290,1,15,48.014,130.92
611646,3,1290,0,15,36.014,65.46
611678,4,1290,2,15,60.014,261.84
611902,5,645,0,15,24.014,32.73
617471,1,1290,0,15,36.014,65.46
617528,2,1290,0,15,36.014,65.46
617585,4,1290,2,15,60.014,261.84
617843,5,1290,0,15,36.014,65.46
623412,1,645,0,15,24.014,32.73
623469,2,1290,1,15,48.014,130.92
623502,3,1290,0,15,36.014,65.46
623534,4,1290,2,15,60.014,261.84
623810,5,645,0,15,24.014,32.73
629353,1,683,0,15,25.005,34.66
629418,2,1290,1,15,48.014,130.92
629475,4,1290,2,15,60.014,261.84
629725,5,1290,0,15,36.014,65.46
635294,1,1367,0,15,37.018,69.37
635351,2,1290,1,15,48.014,130.92
635408,4,1290,2,15,60.014,261.84
635674,5,645,0,15,24.014,32.73
641235,1,683,0,15,25.005,34.66
641292,2,1290,1,15,48.014,130.92
641325,3,1290,0,15,36.014,65.46
641357,4,1290,2,15,60.014,261.84
641607,5,645,0,15,24.014,32.73
647176,1,1367,0,15,37.018,69.37
647233,2,1290,1,15,48.014,130.92
647290,3,512,0,15,20.016,25.98
647323,4,1290,2,15,60.014,261.84
647574,5,1290,0,15,36.014,65.46
653117,1,683,0,15,25.005,34.66
653182,2,1290,1,15,48.014,130.92
653214,3,512,0,15,20.016,25.98
653247,4,1290,2,15,60.014,261.84
653489,5,645,0,15,24.014,32.73
659058,1,683,0,15,25.005,34.66
659114,2,1290,1,15,48.014,130.92
659174,3,1290,0,15,36.014,65.46
659212,4,1290,2,15,60.014,261.84
659430,5,1290,0,15,36.014,65.46
664999,1,1367,0,15,37.018,69.37
665056,2,1290,0,15,36.014,65.46
665123,4,1290,2,15,60.014,261.84
665371,5,1290,0,15,36.014,65.46
670940,1,645,0,15,24.014,32.73
671013,2,1290,1,15,48.014,130.92
671047,3,1290,0,15,36.014,65.46
671079,4,1290,2,15,60.014,261.84
671338,5,645,0,15,24.014,32.73
671369,6,287,0,15,9.995,14.56
676948,2,1290,1,15,48.014,130.92
677005,4,1290,2,15,60.014,261.84
677253,5,1290,0,15,36.014,65.46
682830,1,1290,0,15,36.014,65.46
682886,2,1290,1,15,48.014,130.92
682943,4,1290,2,15,60.014,261.84
683194,5,645,0,15,24.014,32.73
688763,1,645,0,15,24.014,32.73
688819,2,1290,1,15,48.014,130.92
688853,3,1290,0,15,36.014,65.46
688885,4,1290,2,15,60.014,261.84
689135,5,645,0,15,24.014,32.73
694704,1,1290,0,15,36.014,65.46
694760,2,1290,1,15,48.014,130.92
694818,3,512,0,15,20.016,25.98
694850,4,1290,2,15,60.014,261.84
695102,5,1290,0,15,36.014,65.46
700699,2,1290,1,15,48.014,130.92
700752,4,1290,2,15,60.014,261.84
701017,5,645,0,15,24.014,32.73
706586,1,645,0,15,24.014,32.73
706642,2,1290,1,15,48.014,130.92
706701,3,1290,0,15,36.014,65.46
706734,4,1290,2,15,60.014,261.84
706958,5,1290,0,15,36.014,65.46
712526,1,1290,0,15,36.014,65.46
712583,2,1290,0,15,36.014,65.46
712640,4,1290,2,15,60.014,261.84
712898,5,645,0,15,24.014,32.73
718467,1,645,0,15,24.014,32.73
718524,2,1290,1,15,48.014,130.92
718557,3,1290,0,15,36.014,65.46
718589,4,1290,2,15,60.014,261.84
718865,5,645,0,15,24.014,32.73
724408,1,683,0,15,25.005,34.66
724474,2,1290,1,15,48.014,130.92
724530,4,1290,2,15,60.014,261.84
724789,5,1290,0,15,36.014,65.46
730349,1,1367,0,15,37.018,69.37
730406,2,1290,1,15,48.014,130.92
730463,4,1290,2,15,60.014,261.84
730725,5,645,0,15,24.014,32.73
736290,1,683,0,15,25.005,34.66
736346,2,1290,1,15,48.014,130.92
736380,3,1290,0,15,36.014,65.46
736412,4,1290,2,15,60.014,261.84
736662,5,1290,0,15,36.014,65.46
742231,1,1367,0,15,37.018,69.37
742288,2,1290,1,15,48.014,130.92
742346,3,512,0,15,20.016,25.98
742378,4,1290,2,15,60.014,261.84
742629,5,1290,0,15,36.014,65.46
748172,1,683,0,15,25.005,34.66
748237,2,1290,1,15,48.014,130.92
748290,4,1290,2,15,60.014,261.84
748544,5,645,0,15,24.014,32.73
751214,4,1290,2,15,60.014,261.84
754113,1,683,0,15,25.005,34.66
754170,2,1290,1,15,48.014,130.92
754229,3,1290,0,15,36.014,65.46
754270,4,1290,2,15,60.014,261.84
754485,5,1290,0,15,36.014,65.46
760054,1,1367,0,15,37.018,69.37
760111,2,1290,0,15,36.014,65.46
760185,3,512,0,15,20.016,25.98
760217,4,1290,2,15,60.014,261.84
760426,5,1290,0,15,36.014,65.46
765995,1,645,0,15,24.014,32.73
766070,2,1290,1,15,48.014,130.92
766132,3,1290,0,15,36.014,65.46
766164,4,1290,2,15,60.014,261.84
766393,5,645,0,15,24.014,32.73
766424,6,287,0,15,9.995,14.56
771998,2,1290,1,15,48.014,130.92
772055,4,1290,2,15,60.014,261.84
772308,5,1290,0,15,36.014,65.46
777880,1,1290,0,15,36.014,65.46
777936,2,1290,1,15,48.014,130.92
777993,4,1290,2,15,60.014,261.84
778275,5,1290,0,15,36.014,65.46
783818,1,645,0,15,24.014,32.73
783874,2,1290,1,15,48.014,130.92
783908,3,1290,0,15,36.014,65.46
783940,4,1290,2,15,60.014,261.84
784216,5,645,0,15,24.014,32.73
789759,1,1290,0,15,36.014,65.46
789816,2,1290,1,15,48.014,130.92
789873,3,512,0,15,20.016,25.98
789906,4,1290,2,15,60.014,261.84
790157,5,1290,0,15,36.014,65.46
795754,2,1290,1,15,48.014,130.92
795807,4,1290,2,15,60.014,261.84
796072,5,645,0,15,24.014,32.73
801640,1,645,0,15,24.014,32.73
801697,2,1290,1,15,48.014,130.92
801756,3,1290,0,15,36.014,65.46
801788,4,1290,2,15,60.014,261.84
802013,5,645,0,15,24.014,32.73
807582,1,1290,0,15,36.014,65.46
807638,2,1290,0,15,36.014,65.46
807695,4,1290,2,15,60.014,261.84
807954,5,1290,0,15,36.014,65.46
813523,1,645,0,15,24.014,32.73
813579,2,1290,1,15,48.014,130.92
813612,3,1290,0,15,36.014,65.46
813645,4,1290,2,15,60.014,261.84
813924,5,645,0,15,24.014,32.73
819463,1,683,0,15,25.005,34.66
819529,2,1290,1,15,48.014,130.92
819586,4,1290,2,15,60.014,261.84
819845,5,1290,0,15,36.014,65.46
825404,1,1367,0,15,37.018,69.37
825461,2,1290,1,15,48.014,130.92
825518,4,1290,2,15,60.014,261.84
825777,5,645,0,15,24.014,32.73
831345,1,683,0,15,25.005,34.66
831402,2,1290,1,15,48.014,130.92
831435,3,1290,0,15,36.014,65.46
831468,4,1290,2,15,60.014,261.84
831717,5,645,0,15,24.014,32.73
837286,1,1367,0,15,37.018,69.37
837343,2,1290,1,15,48.014,130.92
837401,3,512,0,15,20.016,25.98
837433,4,1290,2,15,60.014,261.84
837684,5,1290,0,15,36.014,65.46
843227,1,683,0,15,25.005,34.66
843293,2,1290,1,15,48.014,130.92
843325,3,512,0,15,20.016,25.98
843357,4,1290,2,15,60.014,261.84
843599,5,645,0,15,24.014,32.73
849168,1,683,0,15,25.005,34.66
849225,2,1290,1,15,48.014,130.92
